,Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
258,8,20.0,3.0,13.0,7.0,8,Hyderabad,Kalpataru Power,594,8.4,4989.6
259,7,17.0,2.0,16.0,7.0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,570,8.9,5073.0
260,23,22.0,1.0,16.0,12.0,9,Mumbai,Orient Green,719,9.2,6614.799999999999
261,12,23.0,1.0,5.0,1.0,11,Mumbai,Power Grid Corp,468,9.2,4305.599999999999
262,18,23.0,1.0,11.0,1.0,6,Noida,Optibelt Power Transmission India Private Limited,589,8.2,4829.799999999999
263,23,23.0,3.0,13.0,1.0,3,Dahej,NTPC Pvt. Ltd.,689,7.6,5236.4
264,12,23.0,3.0,17.0,12.0,12,Pune,NLC India,802,9.1,7298.2
265,11,22.0,2.0,20.0,1.0,2,Pune,Reliance Energy,650,9.1,5915.0
266,17,22.0,0.0,10.0,1.0,4,Hyderabad,L&T Transmission & Distribution,308,8.4,2587.2000000000003
267,21,23.0,3.0,19.0,1.0,11,Gurgaon,Adani Power Ltd.,743,8.3,6166.900000000001
268,15,23.0,0.0,17.0,1.0,10,Chennai,NHPC,528,8.8,4646.400000000001
269,8,22.0,3.0,11.0,1.0,10,Vadodara,Reliance Power,600,7.8,4680.0
270,14,22.0,0.0,6.0,1.0,9,Chennai,TransRail Lighting,512,8.8,4505.6
271,18,22.0,2.0,7.0,1.0,4,New Delhi,L&T Transmission & Distribution,491,8.5,4173.5
272,22,22.0,1.0,11.0,1.0,8,Chennai,SJVN Ltd.,486,8.8,4276.8
273,8,23.0,0.0,5.0,1.0,12,Gurgaon,Tata Power Company Ltd.,267,8.3,2216.1000000000004
274,7,20.0,1.0,11.0,1.0,5,Kolkata,Reliance Energy,299,8.7,2601.3
275,23,22.0,1.0,10.0,1.0,3,Kolkata,Indowind Energy,449,8.7,3906.3
276,11,23.0,0.0,9.0,12.0,11,Kolkata,NHPC,602,8.7,5237.4
277,12,23.0,2.0,20.0,12.0,1,Navi Mumbai,Power Grid Corp,713,9.3,6630.900000000001
278,17,23.0,1.0,20.0,1.0,11,Kolkata,NHPC,626,8.7,5446.2
279,9,17.0,3.0,5.0,7.0,9,New Delhi,NHPC,383,8.5,3255.5
280,12,22.0,0.0,3.0,1.0,3,Gurgaon,Jyoti Structure,246,8.3,2041.8
281,19,23.0,2.0,4.0,1.0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,564,8.9,5019.6
282,19,22.0,3.0,14.0,1.0,1,Noida,Indowind Energy,527,8.2,4321.4
283,15,23.0,3.0,19.0,1.0,8,Pune,NTPC Pvt. Ltd.,515,9.1,4686.5
284,8,18.0,3.0,19.0,1.0,1,Ratnagiri,JSW Energy Ltd.,424,7.4,3137.6000000000004
285,11,22.0,3.0,14.0,1.0,5,Ratnagiri,Indowind Energy,427,7.4,3159.8
286,17,23.0,1.0,9.0,1.0,7,Chennai,Indowind Energy,568,8.8,4998.400000000001
287,14,22.0,2.0,14.0,1.0,9,Navi Mumbai,Jaiprakash Power,647,9.3,6017.1
288,18,22.0,2.0,15.0,1.0,2,Vadodara,NTPC Pvt. Ltd.,474,7.8,3697.2
289,21,23.0,3.0,7.0,1.0,1,Vadodara,KEC International,485,7.8,3783.0
290,23,22.0,2.0,4.0,1.0,6,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),426,9.3,3961.8
291,7,20.0,0.0,5.0,1.0,5,Noida,Power Grid Corp,192,8.2,1574.4
292,13,22.0,0.0,5.0,1.0,8,Vadodara,Sunil Hitech Eng,408,7.8,3182.4
293,22,23.0,0.0,21.0,1.0,11,Pune,Optibelt Power Transmission India Private Limited,717,9.1,6524.7
294,6,23.0,0.0,10.0,7.0,12,Nagpur,Optibelt Power Transmission India Private Limited,576,8.9,5126.400000000001
295,23,23.0,1.0,13.0,1.0,6,Faridabad,Tata Power Company Ltd.,662,8.1,5362.2
296,15,22.0,0.0,8.0,1.0,4,Vadodara,NHPC,403,7.8,3143.4
297,22,23.0,0.0,15.0,1.0,12,Noida,Reliance Power,691,8.2,5666.2
298,17,22.0,0.0,16.0,12.0,6,Chennai,TransRail Lighting,518,8.8,4558.400000000001
299,5,20.0,0.0,8.0,1.0,6,Pune,L&T Transmission & Distribution,311,9.1,2830.1
300,10,18.0,3.0,9.0,1.0,2,Noida,Sterlite Power Transmission Ltd,369,8.2,3025.8
301,14,23.0,0.0,19.0,1.0,7,Noida,Reliance Energy,585,8.2,4797.0
302,20,23.0,2.0,12.0,1.0,8,New Delhi,NHPC,615,8.5,5227.5
303,20,22.0,3.0,3.0,12.0,4,Vadodara,Guj Ind Power,496,7.8,3868.8
304,7,19.0,3.0,5.0,1.0,8,Ratnagiri,Reliance Power,470,7.4,3478.0
305,21,22.0,2.0,3.0,1.0,8,Mumbai,Jaiprakash Power,601,9.2,5529.2
306,14,23.0,1.0,19.0,1.0,5,Faridabad,KEC International,608,8.1,4924.8
307,13,23.0,3.0,6.0,1.0,4,Ratnagiri,NHPC,536,7.4,3966.4
308,16,23.0,1.0,6.0,1.0,5,Hyderabad,Unitech Power Transmission Ltd.,505,8.4,4242.0
309,17,23.0,3.0,12.0,1.0,2,Noida,Guj Ind Power,622,8.2,5100.4
310,10,23.0,2.0,11.0,1.0,4,Shimla,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,404,7.7,3110.8
311,10,20.0,2.0,8.0,1.0,2,Vadodara,JSW Energy Ltd.,427,7.8,3330.6
312,11,23.0,0.0,20.0,1.0,1,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),450,8.3,3735.000000000001
313,12,22.0,1.0,19.0,12.0,10,Chennai,KEC International,706,8.8,6212.8
314,17,22.0,3.0,21.0,12.0,5,Kolkata,L&T Transmission & Distribution,888,8.7,7725.599999999999
315,11,23.0,2.0,9.0,1.0,12,Dahej,Indowind Energy,509,7.6,3868.4
316,20,22.0,1.0,3.0,1.0,11,Chennai,Power Grid Corp,557,8.8,4901.6
317,19,23.0,0.0,16.0,1.0,11,New Delhi,Guj Ind Power,572,8.5,4862.0
318,12,22.0,0.0,9.0,1.0,9,Ahmedabad,Guj Ind Power,494,7.9,3902.6
319,7,20.0,3.0,13.0,1.0,4,Nagpur,Reliance Energy,508,8.9,4521.2
320,10,19.0,2.0,10.0,1.0,1,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",542,7.7,4173.400000000001
321,21,22.0,2.0,15.0,1.0,6,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,436,7.8,3400.8
322,11,23.0,1.0,13.0,12.0,5,Shimla,Sterlite Power Transmission Ltd,665,7.7,5120.5
323,6,23.0,1.0,22.0,1.0,2,Noida,Indowind Energy,362,8.2,2968.4
324,20,23.0,1.0,14.0,1.0,11,Shimla,NLC India,658,7.7,5066.6
325,22,22.0,2.0,15.0,1.0,9,Mumbai,SJVN Ltd.,690,9.2,6347.999999999999
326,17,23.0,0.0,11.0,1.0,8,Gurgaon,Reliance Energy,521,8.3,4324.3
327,8,20.0,1.0,7.0,1.0,11,New Delhi,Tata Power Company Ltd.,474,8.5,4029.0
328,8,18.0,2.0,21.0,1.0,12,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",553,7.9,4368.7
329,16,23.0,2.0,5.0,1.0,7,Nagpur,Reliance Energy,462,8.9,4111.8
330,21,23.0,2.0,11.0,1.0,7,Gurgaon,KEC International,584,8.3,4847.200000000001
331,5,19.0,1.0,3.0,1.0,11,Shimla,Neueon Towers / Sujana Towers Ltd.,387,7.7,2979.9
332,9,23.0,2.0,5.0,1.0,8,Ratnagiri,Optibelt Power Transmission India Private Limited,341,7.4,2523.4
333,5,18.0,0.0,5.0,1.0,4,Vadodara,Adani Power Ltd.,375,7.8,2925.0
334,23,22.0,1.0,16.0,1.0,9,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),610,8.4,5124.0
335,23,23.0,0.0,11.0,1.0,3,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,485,7.6,3686.0
336,11,23.0,1.0,11.0,1.0,9,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,452,9.2,4158.4
337,13,23.0,3.0,7.0,1.0,12,Pune,Tata Power Company Ltd.,605,9.1,5505.5
338,21,23.0,1.0,4.0,1.0,7,Dahej,Sunil Hitech Eng,508,7.6,3860.8
339,13,22.0,1.0,7.0,1.0,3,Noida,Tata Power Company Ltd.,432,8.2,3542.4
340,23,23.0,3.0,8.0,1.0,6,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),445,8.9,3960.5
341,8,17.0,3.0,3.0,1.0,5,Chennai,NHPC,376,8.8,3308.8
342,21,23.0,2.0,17.0,1.0,7,New Delhi,TransRail Lighting,689,8.5,5856.5
343,20,23.0,1.0,10.0,12.0,9,Dahej,NLC India,545,7.6,4142.0
344,7,21.0,0.0,6.0,1.0,12,Navi Mumbai,Guj Ind Power,276,9.3,2566.8
345,14,23.0,1.0,14.0,12.0,2,Faridabad,L&T Transmission & Distribution,512,8.1,4147.2
346,5,21.0,0.0,3.0,1.0,5,New Delhi,CESC,411,8.5,3493.5
347,8,17.0,2.0,5.0,1.0,12,Chennai,JSW Energy Ltd.,218,8.8,1918.4
348,8,21.0,1.0,9.0,1.0,12,Vadodara,Adani Power Ltd.,446,7.8,3478.8
349,20,22.0,0.0,18.0,1.0,8,Ratnagiri,Optibelt Power Transmission India Private Limited,678,7.4,5017.2
350,20,23.0,0.0,15.0,12.0,11,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,749,9.2,6890.799999999999
351,19,23.0,0.0,9.0,1.0,9,Navi Mumbai,SJVN Ltd.,477,9.3,4436.1
352,14,22.0,0.0,21.0,12.0,8,Kolkata,Jyoti Structure,510,8.7,4437.0
353,17,22.0,3.0,7.0,1.0,12,New Delhi,Indowind Energy,552,8.5,4692.0
354,12,22.0,3.0,22.0,1.0,5,Noida,NHPC,522,8.2,4280.4
355,15,23.0,2.0,20.0,1.0,10,Dahej,Torrent Power Ltd.,743,7.6,5646.8
356,10,19.0,1.0,9.0,1.0,8,Chennai,Sunil Hitech Eng,493,8.8,4338.400000000001
357,13,23.0,3.0,4.0,1.0,5,Navi Mumbai,JSW Energy Ltd.,451,9.3,4194.3
358,19,22.0,3.0,18.0,1.0,11,New Delhi,NHPC,582,8.5,4947.0
359,7,18.0,1.0,9.0,1.0,5,Vadodara,L&T Transmission & Distribution,381,7.8,2971.8
360,23,23.0,0.0,10.0,1.0,2,Pune,Sunil Hitech Eng,395,9.1,3594.5
361,16,23.0,2.0,13.0,1.0,1,Hyderabad,Tata Power Company Ltd.,508,8.4,4267.2
362,22,22.0,2.0,8.0,12.0,1,Ahmedabad,Sunil Hitech Eng,556,7.9,4392.400000000001
363,21,22.0,1.0,8.0,1.0,1,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,608,7.6,4620.8
364,14,22.0,3.0,11.0,1.0,10,Vadodara,Power Grid Corp,598,7.8,4664.4
365,6,22.0,1.0,15.0,7.0,5,Nagpur,Power Grid Corp,389,8.9,3462.1000000000004
366,5,22.0,2.0,4.0,1.0,11,Hyderabad,L&T Transmission & Distribution,253,8.4,2125.2000000000003
367,15,22.0,1.0,12.0,1.0,1,Ahmedabad,Sunil Hitech Eng,429,7.9,3389.1000000000004
368,7,22.0,3.0,20.0,1.0,8,Shimla,TransRail Lighting,683,7.7,5259.1
369,16,23.0,2.0,16.0,1.0,4,Mumbai,Optibelt Power Transmission India Private Limited,470,9.2,4324.0
370,8,20.0,1.0,7.0,1.0,2,Pune,Torrent Power Ltd.,472,9.1,4295.2
371,5,17.0,2.0,4.0,1.0,5,Dahej,CESC,376,7.6,2857.6
372,21,23.0,3.0,14.0,1.0,10,Gurgaon,Sterlite Power Transmission Ltd,558,8.3,4631.400000000001
373,11,23.0,1.0,21.0,1.0,6,New Delhi,L&T Transmission & Distribution,432,8.5,3672.0
374,8,18.0,0.0,17.0,1.0,2,Chennai,NLC India,294,8.8,2587.2000000000003
375,7,17.0,3.0,6.0,1.0,6,Dahej,Jaiprakash Power,254,7.6,1930.4
376,9,18.0,2.0,12.0,1.0,2,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,460,7.9,3634.0
377,10,22.0,3.0,10.0,1.0,6,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,597,8.7,5193.9
378,7,19.0,3.0,8.0,7.0,7,Ratnagiri,Torrent Power Ltd.,548,7.4,4055.2
379,6,22.0,1.0,7.0,1.0,7,Hyderabad,SJVN Ltd.,411,8.4,3452.4
380,12,22.0,2.0,6.0,1.0,7,New Delhi,GE T&D India Limited,523,8.5,4445.5
381,5,21.0,3.0,17.0,1.0,10,Chennai,Jaiprakash Power,438,8.8,3854.4
382,8,18.0,3.0,8.0,1.0,9,Dahej,NHPC,331,7.6,2515.6
383,17,22.0,3.0,4.0,1.0,7,Pune,Optibelt Power Transmission India Private Limited,372,9.1,3385.2
384,23,22.0,2.0,4.0,1.0,8,New Delhi,SJVN Ltd.,478,8.5,4063.0
385,13,22.0,3.0,12.0,1.0,8,Nagpur,Adani Power Ltd.,607,8.9,5402.3
386,9,19.0,0.0,19.0,1.0,12,Chennai,Power Grid Corp,323,8.8,2842.4
387,5,19.0,2.0,4.0,1.0,7,Dahej,Adani Power Ltd.,236,7.6,1793.6
388,11,23.0,0.0,3.0,1.0,11,Noida,TransRail Lighting,284,8.2,2328.8
389,12,22.0,0.0,13.0,1.0,1,Vadodara,GE T&D India Limited,484,7.8,3775.2
390,11,22.0,0.0,22.0,1.0,8,Vadodara,Optibelt Power Transmission India Private Limited,641,7.8,4999.8
391,7,19.0,2.0,13.0,1.0,6,Gurgaon,NHPC,424,8.3,3519.2000000000003
392,16,22.0,2.0,8.0,1.0,8,Shimla,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,361,7.7,2779.7000000000003
393,7,23.0,2.0,14.0,1.0,11,Navi Mumbai,Sterlite Power Transmission Ltd,546,9.3,5077.8
394,10,20.0,3.0,17.0,1.0,11,Nagpur,Orient Green,524,8.9,4663.6
395,11,23.0,0.0,21.0,1.0,5,Noida,Bonfiglioli Transmission Pvt. Ltd.,629,8.2,5157.799999999999
396,23,22.0,0.0,19.0,1.0,3,Ratnagiri,Jaiprakash Power,664,7.4,4913.6
397,9,21.0,3.0,5.0,1.0,4,Mumbai,Neueon Towers / Sujana Towers Ltd.,384,9.2,3532.8
398,15,23.0,3.0,15.0,12.0,9,Shimla,Torrent Power Ltd.,587,7.7,4519.900000000001
399,13,22.0,0.0,9.0,1.0,8,Dahej,Neueon Towers / Sujana Towers Ltd.,363,7.6,2758.8
400,23,22.0,2.0,8.0,1.0,2,Gurgaon,Unitech Power Transmission Ltd.,396,8.3,3286.8
401,11,23.0,2.0,18.0,1.0,9,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,421,8.5,3578.5
402,9,18.0,2.0,14.0,7.0,6,Navi Mumbai,Adani Power Ltd.,477,9.3,4436.1
403,12,22.0,3.0,12.0,1.0,7,Nagpur,Unitech Power Transmission Ltd.,432,8.9,3844.8
404,15,23.0,0.0,12.0,1.0,12,Chennai,Reliance Power,529,8.8,4655.200000000001
405,18,22.0,3.0,15.0,1.0,11,New Delhi,Reliance Power,600,8.5,5100.0
406,12,22.0,3.0,13.0,1.0,1,Pune,Guj Ind Power,494,9.1,4495.4
407,23,22.0,1.0,18.0,1.0,2,Gurgaon,Unitech Power Transmission Ltd.,454,8.3,3768.2
408,10,20.0,1.0,12.0,1.0,4,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",492,8.2,4034.4
409,14,22.0,3.0,6.0,1.0,8,Nagpur,Jaiprakash Power,456,8.9,4058.4
410,23,23.0,3.0,22.0,1.0,11,Ratnagiri,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,655,7.4,4847.0
411,6,22.0,0.0,5.0,1.0,3,Mumbai,Reliance Power,228,9.2,2097.6
412,23,22.0,1.0,8.0,1.0,12,Navi Mumbai,TransRail Lighting,474,9.3,4408.200000000001
413,18,23.0,2.0,13.0,1.0,1,Kolkata,Optibelt Power Transmission India Private Limited,661,8.7,5750.7
414,23,23.0,3.0,11.0,1.0,8,Shimla,Reliance Power,611,7.7,4704.7
415,10,23.0,2.0,22.0,1.0,8,Ahmedabad,JSW Energy Ltd.,631,7.9,4984.900000000001
416,5,20.0,1.0,18.0,1.0,3,Ratnagiri,Unitech Power Transmission Ltd.,532,7.4,3936.8
417,16,23.0,0.0,13.0,1.0,1,Dahej,JSW Energy Ltd.,523,7.6,3974.8
418,22,23.0,0.0,22.0,1.0,12,Kolkata,Jyoti Structure,741,8.7,6446.7
419,17,22.0,3.0,6.0,1.0,8,Faridabad,CESC,553,8.1,4479.3
420,13,23.0,3.0,20.0,1.0,8,Shimla,Orient Green,638,7.7,4912.6
421,8,17.0,2.0,16.0,1.0,1,Vadodara,Power Grid Corp,520,7.8,4056.0
422,21,22.0,0.0,22.0,1.0,11,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,539,7.9,4258.1
423,7,21.0,3.0,15.0,1.0,12,Nagpur,Reliance Energy,558,8.9,4966.2
424,6,21.0,1.0,22.0,7.0,10,Noida,Orient Green,598,8.2,4903.599999999999
425,17,22.0,2.0,14.0,1.0,12,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",685,8.2,5616.999999999999
426,19,22.0,0.0,13.0,12.0,6,Ratnagiri,Reliance Power,456,7.4,3374.4
427,8,22.0,0.0,17.0,1.0,9,Faridabad,SJVN Ltd.,589,8.1,4770.9
428,13,22.0,0.0,9.0,1.0,5,Mumbai,Indowind Energy,469,9.2,4314.799999999999
429,8,22.0,1.0,11.0,1.0,6,Hyderabad,L&T Transmission & Distribution,509,8.4,4275.6
430,21,23.0,3.0,22.0,1.0,11,Shimla,NLC India,590,7.7,4543.0
431,22,22.0,2.0,21.0,1.0,6,Navi Mumbai,TransRail Lighting,646,9.3,6007.8
432,17,22.0,3.0,11.0,1.0,5,Hyderabad,Power Grid Corp,535,8.4,4494.0
433,17,23.0,2.0,13.0,1.0,6,Faridabad,Sunil Hitech Eng,500,8.1,4050.0
434,6,18.0,1.0,22.0,1.0,1,Kolkata,Reliance Energy,419,8.7,3645.3
435,7,20.0,1.0,10.0,1.0,9,Faridabad,Indowind Energy,490,8.1,3969.0
436,13,22.0,2.0,15.0,1.0,9,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,627,9.2,5768.4
437,16,22.0,2.0,16.0,1.0,5,Shimla,Bonfiglioli Transmission Pvt. Ltd.,465,7.7,3580.5
438,19,22.0,3.0,6.0,12.0,10,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,501,7.4,3707.4
439,6,21.0,2.0,3.0,1.0,11,Ahmedabad,CESC,487,7.9,3847.3
440,23,22.0,3.0,11.0,1.0,1,Hyderabad,Torrent Power Ltd.,503,8.4,4225.2
441,10,20.0,3.0,11.0,1.0,4,Ratnagiri,NTPC Pvt. Ltd.,478,7.4,3537.2000000000003
442,18,22.0,0.0,6.0,1.0,7,Ratnagiri,Kalpataru Power,328,7.4,2427.2000000000003
443,20,23.0,2.0,22.0,1.0,11,Dahej,Torrent Power Ltd.,528,7.6,4012.8
444,19,23.0,2.0,21.0,1.0,12,Gurgaon,Kalpataru Power,660,8.3,5478.000000000001
445,12,23.0,0.0,15.0,1.0,3,Chennai,NHPC,475,8.8,4180.0
446,14,22.0,0.0,11.0,1.0,8,Hyderabad,Power Grid Corp,490,8.4,4116.0
447,15,22.0,0.0,18.0,1.0,10,Hyderabad,Power Grid Corp,400,8.4,3360.0
448,17,23.0,1.0,21.0,12.0,3,Gurgaon,Jaiprakash Power,722,8.3,5992.6
449,11,23.0,0.0,22.0,1.0,4,Noida,Bonfiglioli Transmission Pvt. Ltd.,440,8.2,3608.0
450,10,22.0,2.0,16.0,1.0,3,Navi Mumbai,Indowind Energy,613,9.3,5700.900000000001
451,17,23.0,0.0,17.0,1.0,5,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",493,7.8,3845.4
452,19,22.0,2.0,9.0,1.0,3,New Delhi,Unitech Power Transmission Ltd.,666,8.5,5661.0
453,13,23.0,2.0,12.0,1.0,8,Gurgaon,KEC International,525,8.3,4357.5
454,10,21.0,0.0,5.0,1.0,5,Ratnagiri,Indowind Energy,280,7.4,2072.0
455,15,22.0,2.0,6.0,1.0,8,Navi Mumbai,Orient Green,543,9.3,5049.900000000001
456,22,22.0,0.0,21.0,1.0,12,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,704,7.9,5561.6
457,11,23.0,2.0,3.0,1.0,10,Vadodara,Tata Power Company Ltd.,513,7.8,4001.4
458,5,20.0,2.0,19.0,7.0,12,Ahmedabad,TransRail Lighting,658,7.9,5198.2
459,13,22.0,3.0,10.0,1.0,8,Nagpur,Indowind Energy,552,8.9,4912.8
460,6,21.0,2.0,3.0,7.0,5,Ahmedabad,Adani Power Ltd.,398,7.9,3144.2000000000003
461,22,22.0,1.0,16.0,1.0,6,Chennai,CESC,532,8.8,4681.6
462,18,22.0,2.0,6.0,12.0,4,Nagpur,Sterlite Power Transmission Ltd,557,8.9,4957.3
463,9,19.0,3.0,17.0,1.0,3,Dahej,Jyoti Structure,476,7.6,3617.6
464,8,20.0,3.0,16.0,1.0,12,Faridabad,Torrent Power Ltd.,634,8.1,5135.4
465,22,23.0,3.0,19.0,1.0,5,Ahmedabad,Orient Green,733,7.9,5790.7
466,18,22.0,1.0,21.0,1.0,3,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,552,8.3,4581.6
467,22,22.0,1.0,10.0,12.0,5,Noida,SJVN Ltd.,697,8.2,5715.4
468,5,18.0,2.0,12.0,1.0,4,Dahej,Reliance Energy,384,7.6,2918.4
469,16,23.0,2.0,15.0,1.0,12,Hyderabad,SJVN Ltd.,684,8.4,5745.6
470,13,23.0,0.0,16.0,1.0,12,Chennai,Neueon Towers / Sujana Towers Ltd.,567,8.8,4989.6
471,20,23.0,3.0,4.0,12.0,9,Ahmedabad,KEC International,585,7.9,4621.5
472,6,17.0,2.0,13.0,7.0,4,Dahej,Kalpataru Power,539,7.6,4096.4
473,12,22.0,0.0,16.0,1.0,7,Navi Mumbai,KEC International,563,9.3,5235.900000000001
474,23,22.0,1.0,12.0,1.0,12,Dahej,SJVN Ltd.,582,7.6,4423.2
475,14,23.0,1.0,17.0,12.0,8,New Delhi,Tata Power Company Ltd.,553,8.5,4700.5
476,20,22.0,2.0,4.0,1.0,8,Faridabad,Indowind Energy,508,8.1,4114.8
477,5,20.0,3.0,11.0,1.0,10,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,547,8.1,4430.7
478,9,19.0,2.0,21.0,1.0,4,Pune,Orient Green,452,9.1,4113.2
479,6,23.0,2.0,18.0,1.0,11,Noida,Jyoti Structure,534,8.2,4378.799999999999
480,19,22.0,0.0,22.0,1.0,9,Gurgaon,Kalpataru Power,480,8.3,3984.000000000001
481,7,23.0,0.0,16.0,1.0,1,Pune,NTPC Pvt. Ltd.,590,9.1,5369.0
482,18,23.0,1.0,10.0,1.0,10,Pune,Orient Green,495,9.1,4504.5
483,9,23.0,0.0,11.0,1.0,5,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",557,7.9,4400.3
484,15,22.0,2.0,12.0,1.0,6,Kolkata,Sunil Hitech Eng,483,8.7,4202.099999999999
485,23,22.0,3.0,14.0,1.0,4,Navi Mumbai,Reliance Energy,697,9.3,6482.1
486,10,22.0,3.0,9.0,1.0,12,Nagpur,Kalpataru Power,486,8.9,4325.400000000001
487,10,17.0,0.0,18.0,7.0,11,Hyderabad,Jaiprakash Power,561,8.4,4712.400000000001
488,23,22.0,3.0,9.0,1.0,12,New Delhi,CESC,672,8.5,5712.0
489,10,23.0,2.0,9.0,1.0,4,Ahmedabad,L&T Transmission & Distribution,501,7.9,3957.9
490,6,20.0,3.0,20.0,1.0,8,Faridabad,Indowind Energy,521,8.1,4220.099999999999
491,10,18.0,0.0,5.0,1.0,11,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,227,7.9,1793.3000000000002
492,9,21.0,1.0,9.0,1.0,6,Navi Mumbai,KEC International,474,9.3,4408.200000000001
493,9,17.0,1.0,15.0,1.0,6,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,319,8.5,2711.5
494,17,23.0,0.0,8.0,1.0,3,Dahej,Unitech Power Transmission Ltd.,531,7.6,4035.6
495,13,23.0,2.0,17.0,1.0,4,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",532,8.2,4362.4
496,8,20.0,3.0,22.0,1.0,1,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,715,7.6,5434.0
497,17,23.0,1.0,14.0,1.0,1,Noida,Tata Power Company Ltd.,567,8.2,4649.4
498,21,23.0,0.0,20.0,1.0,2,Chennai,Adani Power Ltd.,487,8.8,4285.6
499,7,18.0,2.0,21.0,1.0,11,Nagpur,Adani Power Ltd.,350,8.9,3115.0
500,17,22.0,2.0,7.0,1.0,2,Faridabad,NHPC,439,8.1,3555.9
501,23,22.0,3.0,14.0,1.0,11,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,567,8.8,4989.6
502,12,23.0,2.0,19.0,12.0,4,Hyderabad,GE T&D India Limited,549,8.4,4611.6
503,17,22.0,2.0,7.0,1.0,7,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,525,8.7,4567.5
504,9,20.0,1.0,18.0,1.0,3,Ratnagiri,SJVN Ltd.,452,7.4,3344.8
505,20,23.0,0.0,6.0,1.0,9,Nagpur,GE T&D India Limited,564,8.9,5019.6
506,18,23.0,2.0,12.0,12.0,3,Dahej,TransRail Lighting,532,7.6,4043.2
507,9,18.0,3.0,13.0,1.0,3,Nagpur,Sunil Hitech Eng,341,8.9,3034.9
508,5,20.0,3.0,7.0,1.0,3,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,294,8.9,2616.6
509,9,17.0,0.0,16.0,1.0,6,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),398,7.7,3064.6
510,10,22.0,1.0,14.0,7.0,4,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,589,8.9,5242.1
511,16,22.0,2.0,7.0,1.0,9,Hyderabad,Sterlite Power Transmission Ltd,482,8.4,4048.8
512,14,23.0,0.0,17.0,1.0,5,Navi Mumbai,Jaiprakash Power,580,9.3,5394.0
513,18,22.0,2.0,22.0,1.0,7,Nagpur,NTPC Pvt. Ltd.,715,8.9,6363.5
514,12,23.0,0.0,7.0,1.0,6,Hyderabad,Adani Power Ltd.,298,8.4,2503.2000000000003
515,11,22.0,3.0,20.0,1.0,9,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),541,8.3,4490.3
516,17,23.0,3.0,17.0,1.0,10,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",648,8.9,5767.2
517,9,22.0,0.0,8.0,1.0,9,Ahmedabad,L&T Transmission & Distribution,493,7.9,3894.7
518,19,23.0,0.0,19.0,1.0,4,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",614,7.7,4727.8
519,14,23.0,0.0,15.0,1.0,10,Nagpur,KEC International,417,8.9,3711.3
520,7,20.0,1.0,5.0,1.0,8,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,356,8.2,2919.2
